visita_id,preso_id,preso_documento,preso_nombres,preso_apellidos,preso_fecha_nacimiento,preso_delito,preso_estado,preso_celda,preso_patio,preso_fecha_ingreso,visitante_nombre,visitante_documento,visita_fecha,visita_hora,visita_estado,visita_motivo_denegacion,guardia_id,guardia_documento,guardia_nombres,guardia_apellidos,guardia_rango,guardia_turno,guardia_patio,guardia_zona,guardia_estado,hubo_incidente,incidente_id,incidente_tipo,incidente_descripcion,incidente_fecha,incidente_hora,incidente_estado
7265,92,878017216,Natalia,Molina Salcedo,1986-10-08,Secuestro,LIBERADO,B010,Patio 3,2021-04-10,Dario Acosta,841324281,2023-08-21,15:45:00,PERMITIDA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
7266,76,938842599,Jairo,Gonzalez Molina,1961-05-23,Extorsion,ACTIVO,A006,Patio 5,2020-11-08,Camilo Acosta,106680962,2023-01-23,16:30:00,PERMITIDA,,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,SI,1418,Amenazas verbales,El guardia reportó comportamiento agresivo del interno,2023-01-23,20:30:00,RESUELTO
7267,50,930353157,Camilo,Reyes Pineda,1982-11-07,Lavado de activos,CONDENADO,D018,Patio 3,2020-02-26,Andres Moreno,354085292,2024-01-30,12:30:00,PENDIENTE,,16,294782734,Rafael,Zapata Vega,TENIENTE,MANANA,Patio 2,Zona Norte,ACTIVO,NO,,,,,,
7268,6,1090307112,Patricia,Perez Montoya,1973-02-24,Fraude procesal,CONDENADO,C013,Patio 5,2021-01-28,Sandra Ortiz,267273092,2024-06-08,21:30:00,PENDIENTE,,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,NO,,,,,,
7269,35,765055833,Andres,Ramos Vega,1986-03-07,Estafa,SINDICADO,B027,Patio 2,2021-10-05,Cesar Chavez,890716873,2023-11-28,12:30:00,APROBADA,,12,644830077,Nelson,Flores Vega,TENIENTE,MANANA,Patio 1,Zona Este,ACTIVO,SI,1419,Dano a instalaciones,El preso intentó pasar mensajes al visitante sin autorización,2023-11-28,12:00:00,RESUELTO
7270,52,568574364,Paola,Cardenas Ramirez,1977-04-12,Falsedad documental,SINDICADO,B026,Patio 1,2022-06-12,Monica Sanchez,966644978,2023-12-26,13:45:00,APROBADA,,5,779760958,Natalia,Montoya Soto,SARGENTO,TARDE,Patio 5,Zona Central,ACTIVO,SI,1420,Introduccion de elementos prohibidos,El visitante intentó pasar un objeto no permitido al preso,2023-12-26,18:15:00,PENDIENTE
7271,59,404713332,Olga,Vega Lozano,1987-10-11,Porte ilegal de armas,ACTIVO,E033,Patio 2,2021-09-27,Edison Bedoya,158110028,2023-03-21,09:15:00,FINALIZADA,,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,SI,1421,Agresion a guardia,El preso protagonizó un acto de automutilación durante la visita,2023-03-21,21:45:00,RESUELTO
7272,131,1007638182,Mario,Moreno Gutierrez,1998-04-12,Violencia intrafamiliar,ACTIVO,C018,Patio 5,2022-01-05,Hector Castro,894614301,2023-05-08,11:30:00,PENDIENTE,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
7273,39,108399996,Hernan,Montoya Mendoza,1989-10-03,Homicidio,TRASLADADO,A035,Patio 3,2020-08-24,Natalia Rodriguez,714606735,2023-05-01,09:00:00,CANCELADA,,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,NO,,,,,,
7274,141,1082748549,Viviana,Romero Pineda,1962-11-01,Concierto para delinquir,CONDENADO,E020,Patio 3,2022-04-16,Luz Cano,712010561,2024-11-09,19:00:00,CANCELADA,,7,1053580472,Edwin,Ramos Cruz,TENIENTE,TARDE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
7275,55,432091877,Hernan,Ramos Castillo,1978-01-18,Terrorismo,ACTIVO,A033,Patio 2,2022-05-11,Jairo Munar,188538845,2023-07-31,08:00:00,APROBADA,,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
7276,144,1050705815,Liliana,Pineda Sanchez,1997-05-25,Violencia intrafamiliar,CONDENADO,B032,Patio 1,2022-01-28,Rafael Montoya,705377886,2023-01-22,10:00:00,CANCELADA,,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,NO,,,,,,
7277,105,570040006,Andres,Munar Gonzalez,1999-11-24,Lavado de activos,CONDENADO,D035,Patio 3,2020-02-22,Esperanza Herrera,1048229679,2024-10-13,09:00:00,PERMITIDA,,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,SI,1422,Dano a instalaciones,El interno incitó a otros presos a un acto de indisciplina,2024-10-13,20:45:00,EN_PROCESO
7278,95,614015466,Adriana,Cruz Castro,1962-04-21,Secuestro,TRASLADADO,D003,Patio 1,2020-05-13,Beatriz Fuentes,585236665,2024-07-28,08:30:00,CANCELADA,,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
7279,125,777703980,Wilson,Guerrero Romero,1993-07-01,Homicidio,SINDICADO,A026,Patio 1,2022-06-27,Martha Zapata,155272091,2024-03-22,16:00:00,FINALIZADA,,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,NO,,,,,,
7280,46,766430218,Dario,Flores Herrera,1998-10-13,Hurto calificado,LIBERADO,B006,Patio 4,2020-02-20,Camilo Rodriguez,841485562,2023-10-18,14:30:00,PERMITIDA,,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,SI,1423,Agresion a guardia,El interno incitó a otros presos a un acto de indisciplina,2023-10-18,13:45:00,EN_PROCESO
7281,150,115956152,Diana,Herrera Cano,1974-07-10,Trafico de estupefacientes,ACTIVO,A014,Patio 2,2022-05-12,Xiomara Gonzalez,967065944,2024-12-03,20:45:00,APROBADA,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
7282,125,777703980,Wilson,Guerrero Romero,1993-07-01,Homicidio,SINDICADO,A026,Patio 1,2022-06-27,Yaneth Cano,693191047,2023-09-19,10:15:00,DENEGADA,Horario no disponible,12,644830077,Nelson,Flores Vega,TENIENTE,MANANA,Patio 1,Zona Este,ACTIVO,NO,,,,,,
7283,10,596348124,Patricia,Aguilar Lozano,1990-11-13,Abuso sexual,ACTIVO,C004,Patio 1,2021-04-14,Xiomara Montoya,932654485,2023-11-05,15:45:00,CANCELADA,,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,NO,,,,,,
7284,54,175133802,Hernan,Cruz Bedoya,1974-01-30,Concierto para delinquir,CONDENADO,E025,Patio 3,2022-11-04,Gloria Reyes,921015728,2023-07-14,18:00:00,PERMITIDA,,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,NO,,,,,,
7285,131,1007638182,Mario,Moreno Gutierrez,1998-04-12,Violencia intrafamiliar,ACTIVO,C018,Patio 5,2022-01-05,Camilo Castillo,359493069,2024-03-02,18:00:00,PERMITIDA,,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,SI,1424,Agresion a guardia,Se presentó un altercado entre internos del mismo patio,2024-03-02,16:30:00,RESUELTO
7286,108,781594897,Martha,Perez Parra,1975-08-10,Lavado de activos,ACTIVO,E012,Patio 1,2020-11-25,Liliana Moreno,333898414,2024-08-03,21:15:00,DENEGADA,Visitante en lista de restriccion,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
7287,67,391751878,Maria,Castillo Buitrago,1963-08-13,Hurto calificado,ACTIVO,C019,Patio 2,2021-03-14,Hernan Martinez,176965064,2024-11-29,15:00:00,CANCELADA,,12,644830077,Nelson,Flores Vega,TENIENTE,MANANA,Patio 1,Zona Este,ACTIVO,NO,,,,,,
7288,122,1077579311,Carolina,Garcia Bravo,1966-06-19,Lavado de activos,TRASLADADO,A040,Patio 1,2022-08-19,Felipe Mendoza,808600890,2024-08-30,14:45:00,APROBADA,,12,644830077,Nelson,Flores Vega,TENIENTE,MANANA,Patio 1,Zona Este,ACTIVO,NO,,,,,,
7289,109,454123990,Liliana,Rios Ospina,1972-12-05,Concierto para delinquir,TRASLADADO,E035,Patio 5,2020-03-16,Beatriz Rios,751331696,2024-01-18,16:30:00,RECHAZADA,Documentos incompletos,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,NO,,,,,,
7290,90,477753674,Edison,Diaz Aguilar,1973-10-02,Secuestro,ACTIVO,E025,Patio 2,2021-10-08,Miguel Medina,1032898780,2023-05-06,08:45:00,APROBADA,,16,294782734,Rafael,Zapata Vega,TENIENTE,MANANA,Patio 2,Zona Norte,ACTIVO,NO,,,,,,
7291,4,849621470,Monica,Cruz Aguilar,1966-12-22,Extorsion,LIBERADO,C007,Patio 1,2020-07-08,Natalia Ramos,112351863,2023-06-20,18:15:00,DENEGADA,Horario no disponible,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
7292,97,191462297,Fabian,Ramirez Montoya,1994-04-16,Lavado de activos,CONDENADO,D039,Patio 2,2022-12-06,Monica Rodriguez,961025288,2024-06-17,13:30:00,APROBADA,,12,644830077,Nelson,Flores Vega,TENIENTE,MANANA,Patio 1,Zona Este,ACTIVO,SI,1425,Incendio provocado,El interno protagonizó un altercado con otro recluso,2024-06-17,08:30:00,EN_PROCESO
7293,70,106330865,Diana,Mendoza Molina,1977-06-29,Fraude procesal,TRASLADADO,C028,Patio 5,2021-03-27,Hernan Rios,865757113,2024-06-10,20:30:00,CANCELADA,,18,448303473,Ruben,Zapata Munar,DRAGONEANTE,MANANA,Patio 2,Zona Sur,ACTIVO,NO,,,,,,
7294,102,1092041933,Rodrigo,Lozano Cano,1989-08-28,Fabricacion de explosivos,TRASLADADO,C029,Patio 1,2021-04-05,Dario Castillo,573723270,2024-06-29,09:45:00,PERMITIDA,,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,NO,,,,,,
7295,104,571537429,David,Diaz Rios,1973-08-22,Terrorismo,SINDICADO,B030,Patio 5,2022-10-08,Wilson Garcia,782172896,2023-05-14,14:15:00,FINALIZADA,,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
7296,10,596348124,Patricia,Aguilar Lozano,1990-11-13,Abuso sexual,ACTIVO,C004,Patio 1,2021-04-14,Juan Romero,555244457,2024-08-17,18:45:00,APROBADA,,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
7297,91,228370927,Dario,Buitrago Molina,1990-12-16,Hurto calificado,ACTIVO,E030,Patio 4,2021-07-20,Monica Alvarez,969207486,2024-12-17,21:00:00,FINALIZADA,,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
7298,65,558209399,Yaneth,Alvarez Vargas,1993-05-11,Fraude procesal,SINDICADO,B027,Patio 2,2021-07-21,Juan Castillo,462886443,2023-07-19,12:00:00,RECHAZADA,Preso en aislamiento,7,1053580472,Edwin,Ramos Cruz,TENIENTE,TARDE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
7299,87,654724287,Ivan,Perez Herrera,1992-04-19,Lavado de activos,SINDICADO,E035,Patio 2,2022-09-02,Luz Bravo,243973123,2023-04-23,19:15:00,APROBADA,,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,SI,1426,Huelga de hambre,El interno amenazó al personal de guardia durante la visita,2023-04-23,19:00:00,CANCELADO
7300,125,777703980,Wilson,Guerrero Romero,1993-07-01,Homicidio,SINDICADO,A026,Patio 1,2022-06-27,Olga Reyes,351674395,2024-09-29,14:15:00,APROBADA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
7301,66,922286180,Ruben,Salcedo Ospina,1988-02-11,Extorsion,ACTIVO,A020,Patio 3,2021-04-25,David Cruz,900277503,2023-05-29,14:00:00,DENEGADA,Documentos incompletos,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,NO,,,,,,
7302,134,335154329,Hector,Moreno Bedoya,1971-03-30,Concierto para delinquir,CONDENADO,E037,Patio 2,2020-07-17,Olga Rios,688427185,2023-06-05,14:15:00,APROBADA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,SI,1427,Intento de fuga,Se encontró material prohibido en el registro de la visita,2023-06-05,15:30:00,RESUELTO
7303,73,190137896,Jairo,Ruiz Torres,1998-11-19,Violencia intrafamiliar,ACTIVO,B027,Patio 4,2021-11-01,Gloria Cardenas,285737390,2023-05-25,08:30:00,PERMITIDA,,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,SI,1428,Introduccion de elementos prohibidos,El preso protagonizó un acto de automutilación durante la visita,2023-05-25,09:00:00,RESUELTO
7304,121,139749508,Jose,Cardenas Cano,1974-11-22,Fraude procesal,ACTIVO,C033,Patio 1,2022-12-13,Ferney Alvarez,876261619,2024-02-13,11:30:00,APROBADA,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,SI,1429,Infraccion disciplinaria,Se reportó intento de fuga durante el traslado post-visita,2024-02-13,09:30:00,RESUELTO
7305,66,922286180,Ruben,Salcedo Ospina,1988-02-11,Extorsion,ACTIVO,A020,Patio 3,2021-04-25,Natalia Aguilar,664480255,2024-07-16,09:15:00,FINALIZADA,,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,SI,1430,Dano a instalaciones,Se detectó tráfico de mensajes entre internos de distintos patios,2024-07-16,09:15:00,RESUELTO
7306,44,996139578,Claudia,Cano Montoya,1966-08-23,Lavado de activos,ACTIVO,B039,Patio 3,2020-03-22,Edwin Aguilar,325405213,2024-07-27,20:15:00,FINALIZADA,,18,448303473,Ruben,Zapata Munar,DRAGONEANTE,MANANA,Patio 2,Zona Sur,ACTIVO,NO,,,,,,
7307,68,168965204,Liliana,Ramos Cruz,1984-05-04,Violencia intrafamiliar,SINDICADO,B013,Patio 4,2022-03-08,Miguel Buitrago,956691654,2023-08-27,13:45:00,PENDIENTE,,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,NO,,,,,,
7308,136,196779973,Felipe,Castillo Acosta,1978-08-21,Hurto calificado,ACTIVO,D019,Patio 3,2022-12-23,Luz Romero,999592584,2024-10-14,16:15:00,PERMITIDA,,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,NO,,,,,,
7309,120,441639230,Dario,Parra Soto,2000-12-21,Fabricacion de explosivos,ACTIVO,E010,Patio 2,2022-10-11,Adriana Castro,581359106,2023-12-07,15:00:00,PERMITIDA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
7310,68,168965204,Liliana,Ramos Cruz,1984-05-04,Violencia intrafamiliar,SINDICADO,B013,Patio 4,2022-03-08,Jairo Munar,679744043,2024-09-01,11:00:00,PENDIENTE,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
7311,7,856528252,Pedro,Gonzalez Vega,1970-03-22,Fabricacion de explosivos,ACTIVO,A021,Patio 2,2020-07-25,Olga Sanchez,834115836,2023-03-17,10:15:00,APROBADA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
7312,38,1045820704,Pedro,Herrera Ortiz,1972-10-13,Hurto calificado,SINDICADO,D020,Patio 3,2022-12-19,Adriana Herrera,732550979,2023-12-06,13:30:00,APROBADA,,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,NO,,,,,,
7313,116,1089848389,Paola,Cardenas Acosta,1999-06-11,Hurto calificado,TRASLADADO,B031,Patio 4,2021-11-27,Rodrigo Rios,461016624,2024-11-10,19:00:00,PERMITIDA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
7314,139,196961971,Gloria,Garcia Medina,1984-01-26,Homicidio,SINDICADO,E013,Patio 3,2022-02-19,Jose Cardenas,591402697,2024-02-28,09:15:00,FINALIZADA,,18,448303473,Ruben,Zapata Munar,DRAGONEANTE,MANANA,Patio 2,Zona Sur,ACTIVO,SI,1431,Posesion de objetos prohibidos,El interno amenazó al personal de guardia durante la visita,2024-02-28,13:00:00,RESUELTO
7315,116,1089848389,Paola,Cardenas Acosta,1999-06-11,Hurto calificado,TRASLADADO,B031,Patio 4,2021-11-27,Felipe Flores,172840238,2023-12-14,12:30:00,APROBADA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
7316,1,786579303,David,Rodriguez Acosta,1972-05-03,Extorsion,ACTIVO,E029,Patio 1,2020-06-27,Carlos Martinez,828955365,2024-08-13,15:30:00,FINALIZADA,,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
7317,147,154308262,Maria,Herrera Torres,1995-04-20,Estafa,ACTIVO,E036,Patio 5,2021-02-28,Xiomara Jimenez,983329840,2024-03-03,18:45:00,DENEGADA,Preso en aislamiento,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,NO,,,,,,
7318,149,1021706559,Rafael,Torres Buitrago,1971-03-30,Fabricacion de explosivos,ACTIVO,E010,Patio 1,2020-09-26,Jorge Fuentes,856011468,2023-07-11,15:15:00,FINALIZADA,,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,NO,,,,,,
7319,127,562446417,Rafael,Herrera Salcedo,1978-06-26,Estafa,CONDENADO,B007,Patio 2,2020-12-24,Xiomara Ospina,890253720,2024-06-15,17:00:00,PENDIENTE,,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,NO,,,,,,
7320,137,638798023,Camilo,Vargas Medina,2000-12-31,Fraude procesal,TRASLADADO,B036,Patio 3,2020-08-23,Jhon Zapata,649276536,2024-10-06,10:00:00,FINALIZADA,,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
7321,61,545002643,Hector,Zapata Moreno,1992-03-22,Terrorismo,ACTIVO,C023,Patio 2,2020-10-29,Ivan Chavez,1044162340,2024-06-16,09:00:00,APROBADA,,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
7322,34,173574218,Paola,Martinez Mora,1998-08-29,Extorsion,SINDICADO,D026,Patio 2,2020-03-22,Wilson Flores,868219133,2023-01-06,16:15:00,APROBADA,,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,NO,,,,,,
7323,97,191462297,Fabian,Ramirez Montoya,1994-04-16,Lavado de activos,CONDENADO,D039,Patio 2,2022-12-06,Liliana Rios,1050438271,2024-02-09,15:30:00,PERMITIDA,,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,NO,,,,,,
7324,50,930353157,Camilo,Reyes Pineda,1982-11-07,Lavado de activos,CONDENADO,D018,Patio 3,2020-02-26,Jairo Gutierrez,600430173,2023-05-29,18:30:00,APROBADA,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
7325,134,335154329,Hector,Moreno Bedoya,1971-03-30,Concierto para delinquir,CONDENADO,E037,Patio 2,2020-07-17,Rodrigo Parra,407992725,2024-11-07,12:00:00,PERMITIDA,,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
7326,47,292587044,Dario,Cruz Ramos,1995-12-26,Concierto para delinquir,TRASLADADO,B024,Patio 3,2020-11-22,Edwin Vega,586149351,2023-01-30,10:15:00,APROBADA,,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,NO,,,,,,
7327,25,176082500,Olga,Herrera Aguilar,1990-01-03,Violencia intrafamiliar,ACTIVO,A034,Patio 5,2022-08-26,Hernan Cardenas,164573807,2023-06-29,21:30:00,APROBADA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
7328,32,266211829,Ivan,Guerrero Jimenez,1962-08-16,Estafa,CONDENADO,A016,Patio 3,2020-04-27,Paola Vargas,674924279,2024-04-17,21:15:00,DENEGADA,Horario no disponible,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
7329,142,225279834,Jose,Gonzalez Gonzalez,1973-08-26,Violencia intrafamiliar,ACTIVO,B021,Patio 5,2020-10-04,Sandra Ospina,339322010,2023-02-02,20:45:00,RECHAZADA,Preso en aislamiento,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
7330,136,196779973,Felipe,Castillo Acosta,1978-08-21,Hurto calificado,ACTIVO,D019,Patio 3,2022-12-23,Miguel Castro,262157415,2023-08-28,18:45:00,PERMITIDA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
7331,4,849621470,Monica,Cruz Aguilar,1966-12-22,Extorsion,LIBERADO,C007,Patio 1,2020-07-08,Hector Lopez,454294911,2023-05-21,09:30:00,RECHAZADA,Cupo maximo alcanzado,16,294782734,Rafael,Zapata Vega,TENIENTE,MANANA,Patio 2,Zona Norte,ACTIVO,NO,,,,,,
7332,99,754586204,Dario,Sanchez Molina,1969-04-27,Concierto para delinquir,ACTIVO,E010,Patio 1,2020-11-17,Jorge Romero,281201444,2023-07-01,10:15:00,PERMITIDA,,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,NO,,,,,,
7333,22,1097413271,Esperanza,Molina Bravo,1990-12-11,Extorsion,CONDENADO,C023,Patio 3,2022-06-16,Mario Garcia,761511569,2023-07-15,15:00:00,APROBADA,,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
7334,105,570040006,Andres,Munar Gonzalez,1999-11-24,Lavado de activos,CONDENADO,D035,Patio 3,2020-02-22,Claudia Castillo,493224462,2023-06-01,17:15:00,CANCELADA,,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,NO,,,,,,
7335,11,982403818,Jorge,Castillo Chavez,1972-01-04,Homicidio,ACTIVO,D026,Patio 3,2021-03-11,Cesar Garcia,140736208,2024-10-04,17:15:00,APROBADA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
7336,136,196779973,Felipe,Castillo Acosta,1978-08-21,Hurto calificado,ACTIVO,D019,Patio 3,2022-12-23,Ferney Cano,230092093,2024-11-04,10:30:00,PERMITIDA,,5,779760958,Natalia,Montoya Soto,SARGENTO,TARDE,Patio 5,Zona Central,ACTIVO,NO,,,,,,
7337,57,426283245,Felipe,Jimenez Ruiz,1995-03-31,Estafa,CONDENADO,C003,Patio 4,2022-06-23,Sandra Vega,969035919,2024-10-05,14:00:00,APROBADA,,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,NO,,,,,,
7338,125,777703980,Wilson,Guerrero Romero,1993-07-01,Homicidio,SINDICADO,A026,Patio 1,2022-06-27,David Cardenas,246556265,2023-10-14,09:15:00,FINALIZADA,,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,SI,1432,Trafico interno de sustancias,Se presentó un altercado entre internos del mismo patio,2023-10-14,09:30:00,RESUELTO
7339,47,292587044,Dario,Cruz Ramos,1995-12-26,Concierto para delinquir,TRASLADADO,B024,Patio 3,2020-11-22,Dario Bravo,719672329,2023-10-22,09:15:00,DENEGADA,Visitante en lista de restriccion,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
7340,96,530256336,Martha,Martinez Zapata,1988-03-26,Concierto para delinquir,ACTIVO,A039,Patio 5,2021-09-14,Xiomara Lozano,832111738,2023-03-21,08:15:00,APROBADA,,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,SI,1433,Introduccion de elementos prohibidos,Se detectó intento de introducción de sustancias prohibidas,2023-03-21,19:00:00,EN_PROCESO
7341,35,765055833,Andres,Ramos Vega,1986-03-07,Estafa,SINDICADO,B027,Patio 2,2021-10-05,Martha Romero,440316853,2023-11-19,21:00:00,PERMITIDA,,18,448303473,Ruben,Zapata Munar,DRAGONEANTE,MANANA,Patio 2,Zona Sur,ACTIVO,NO,,,,,,
7342,10,596348124,Patricia,Aguilar Lozano,1990-11-13,Abuso sexual,ACTIVO,C004,Patio 1,2021-04-14,Gloria Perez,156271419,2023-05-21,09:30:00,RECHAZADA,Documentos incompletos,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
7343,22,1097413271,Esperanza,Molina Bravo,1990-12-11,Extorsion,CONDENADO,C023,Patio 3,2022-06-16,Andres Garcia,452858285,2024-08-17,13:15:00,DENEGADA,Visitante en lista de restriccion,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
7344,123,939156387,Rodrigo,Cruz Bedoya,1991-01-27,Lavado de activos,CONDENADO,C005,Patio 5,2022-02-17,Andres Guerrero,801108770,2024-10-18,12:15:00,DENEGADA,Cupo maximo alcanzado,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
7345,64,960514523,Carolina,Vega Salcedo,1985-01-26,Estafa,ACTIVO,E034,Patio 4,2022-10-30,Ferney Ramirez,770915435,2023-05-04,19:30:00,PENDIENTE,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
